passenger_id,pclass,survived,name,sex,age,ticket,fare,embarked
789,3,0,Elias. Mr. Dibo,0,29.8811345124283,2674,7.225,1
790,3,0,Elias. Mr. Joseph,0,39.0,2675,7.2292,1
791,3,0,Elias. Mr. Joseph Jr,0,17.0,2690,7.2292,1
792,3,0,Elias. Mr. Tannous,0,15.0,2695,7.2292,1
793,3,0,Elsbury. Mr. William James,0,47.0,A/5 3902,7.25,0
794,3,1,Emanuel. Miss. Virginia Ethel,1,5.0,364516,12.475,0
795,3,0,Emir. Mr. Farred Chehab,0,29.8811345124283,2631,7.225,1
796,3,0,Everett. Mr. Thomas James,0,40.5,C.A. 6212,15.1,0
797,3,0,Farrell. Mr. James,0,40.5,367232,7.75,2
798,3,1,Finoli. Mr. Luigi,0,29.8811345124283,SOTON/O.Q. 3101308,7.05,0
799,3,0,Fischer. Mr. Eberhard Thelander,0,18.0,350036,7.7958,0
800,3,0,Fleming. Miss. Honora,1,29.8811345124283,364859,7.75,2
801,3,0,Flynn. Mr. James,0,29.8811345124283,364851,7.75,2
802,3,0,Flynn. Mr. John,0,29.8811345124283,368323,6.95,2
803,3,0,Foley. Mr. Joseph,0,26.0,330910,7.8792,2
804,3,0,Foley. Mr. William,0,29.8811345124283,365235,7.75,2
805,3,1,Foo. Mr. Choong,0,29.8811345124283,1601,56.4958,0
806,3,0,"Ford. Miss. Doolina Margaret ""Daisy""",1,21.0,W./C. 6608,34.375,0
807,3,0,"Ford. Miss. Robina Maggie ""Ruby""",1,9.0,W./C. 6608,34.375,0
808,3,0,Ford. Mr. Arthur,0,29.8811345124283,A/5 1478,8.05,0
809,3,0,Ford. Mr. Edward Watson,0,18.0,W./C. 6608,34.375,0
810,3,0,Ford. Mr. William Neal,0,16.0,W./C. 6608,34.375,0
811,3,0,Ford. Mrs. Edward (Margaret Ann Watson),1,48.0,W./C. 6608,34.375,0
812,3,0,Fox. Mr. Patrick,0,29.8811345124283,368573,7.75,2
813,3,0,Franklin. Mr. Charles (Charles Fardon),0,29.8811345124283,SOTON/O.Q. 3101314,7.25,0
814,3,0,Gallagher. Mr. Martin,0,25.0,36864,7.7417,2
815,3,0,Garfirth. Mr. John,0,29.8811345124283,358585,14.5,0
816,3,0,Gheorgheff. Mr. Stanio,0,29.8811345124283,349254,7.8958,1
817,3,0,Gilinski. Mr. Eliezer,0,22.0,14973,8.05,0
818,3,1,"Gilnagh. Miss. Katherine ""Katie""",1,16.0,35851,7.7333,2
819,3,1,Glynn. Miss. Mary Agatha,1,29.8811345124283,335677,7.75,2
820,3,1,"Goldsmith. Master. Frank John William ""Frankie""",0,9.0,363291,20.525,0
821,3,0,Goldsmith. Mr. Frank John,0,33.0,363291,20.525,0
822,3,0,Goldsmith. Mr. Nathan,0,41.0,SOTON/O.Q. 3101263,7.85,0
823,3,1,Goldsmith. Mrs. Frank John (Emily Alice Brown),1,31.0,363291,20.525,0
824,3,0,Goncalves. Mr. Manuel Estanslas,0,38.0,SOTON/O.Q. 3101306,7.05,0
825,3,0,Goodwin. Master. Harold Victor,0,9.0,CA 2144,46.9,0
826,3,0,Goodwin. Master. Sidney Leonard,0,1.0,CA 2144,46.9,0
827,3,0,Goodwin. Master. William Frederick,0,11.0,CA 2144,46.9,0
828,3,0,Goodwin. Miss. Jessie Allis,1,10.0,CA 2144,46.9,0
829,3,0,Goodwin. Miss. Lillian Amy,1,16.0,CA 2144,46.9,0
830,3,0,Goodwin. Mr. Charles Edward,0,14.0,CA 2144,46.9,0
831,3,0,Goodwin. Mr. Charles Frederick,0,40.0,CA 2144,46.9,0
832,3,0,Goodwin. Mrs. Frederick (Augusta Tyler),1,43.0,CA 2144,46.9,0
833,3,0,Green. Mr. George Henry,0,51.0,21440,8.05,0
834,3,0,Gronnestad. Mr. Daniel Danielsen,0,32.0,8471,8.3625,0
835,3,0,Guest. Mr. Robert,0,29.8811345124283,376563,8.05,0
836,3,0,Gustafsson. Mr. Alfred Ossian,0,20.0,7534,9.8458,0
837,3,0,Gustafsson. Mr. Anders Vilhelm,0,37.0,3101276,7.925,0
838,3,0,Gustafsson. Mr. Johan Birger,0,28.0,3101277,7.925,0
839,3,0,Gustafsson. Mr. Karl Gideon,0,19.0,347069,7.775,0
840,3,0,Haas. Miss. Aloisia,1,24.0,349236,8.85,0
841,3,0,Hagardon. Miss. Kate,1,17.0,AQ/3. 30631,7.7333,2
842,3,0,Hagland. Mr. Ingvald Olai Olsen,0,29.8811345124283,65303,19.9667,0
843,3,0,Hagland. Mr. Konrad Mathias Reiersen,0,29.8811345124283,65304,19.9667,0
844,3,0,Hakkarainen. Mr. Pekka Pietari,0,28.0,STON/O2. 3101279,15.85,0
845,3,1,Hakkarainen. Mrs. Pekka Pietari (Elin Matilda Dolck),1,24.0,STON/O2. 3101279,15.85,0
846,3,0,Hampe. Mr. Leon,0,20.0,345769,9.5,0
847,3,0,Hanna. Mr. Mansour,0,23.5,2693,7.2292,1
848,3,0,Hansen. Mr. Claus Peter,0,41.0,350026,14.1083,0
849,3,0,Hansen. Mr. Henrik Juul,0,26.0,350025,7.8542,0
850,3,0,Hansen. Mr. Henry Damsgaard,0,21.0,350029,7.8542,0
851,3,1,Hansen. Mrs. Claus Peter (Jennie L Howard),1,45.0,350026,14.1083,0
852,3,0,Harknett. Miss. Alice Phoebe,1,29.8811345124283,W./C. 6609,7.55,0
853,3,0,Harmer. Mr. Abraham (David Lishin),0,25.0,374887,7.25,0
854,3,0,Hart. Mr. Henry,0,29.8811345124283,394140,6.8583,2
855,3,0,Hassan. Mr. Houssein G N,0,11.0,2699,18.7875,1
856,3,1,"Healy. Miss. Hanora ""Nora""",1,29.8811345124283,370375,7.75,2
857,3,1,Hedman. Mr. Oskar Arvid,0,27.0,347089,6.975,0
858,3,1,Hee. Mr. Ling,0,29.8811345124283,1601,56.4958,0
859,3,0,"Hegarty. Miss. Hanora ""Nora""",1,18.0,365226,6.75,2
860,3,1,Heikkinen. Miss. Laina,1,26.0,STON/O2. 3101282,7.925,0
861,3,0,Heininen. Miss. Wendla Maria,1,23.0,STON/O2. 3101290,7.925,0
862,3,1,Hellstrom. Miss. Hilda Maria,1,22.0,7548,8.9625,0
863,3,0,Hendekovic. Mr. Ignjac,0,28.0,349243,7.8958,0
864,3,0,Henriksson. Miss. Jenny Lovisa,1,28.0,347086,7.775,0
865,3,0,Henry. Miss. Delia,1,29.8811345124283,382649,7.75,2
866,3,1,Hirvonen. Miss. Hildur E,1,2.0,3101298,12.2875,0
867,3,1,Hirvonen. Mrs. Alexander (Helga E Lindqvist),1,22.0,3101298,12.2875,0
868,3,0,Holm. Mr. John Fredrik Alexander,0,43.0,C 7075,6.45,0
869,3,0,Holthen. Mr. Johan Martin,0,28.0,C 4001,22.525,0
870,3,1,Honkanen. Miss. Eliina,1,27.0,STON/O2. 3101283,7.925,0
871,3,0,Horgan. Mr. John,0,29.8811345124283,370377,7.75,2
872,3,1,Howard. Miss. May Elizabeth,1,29.8811345124283,A. 2. 39186,8.05,0
873,3,0,Humblen. Mr. Adolf Mathias Nicolai Olsen,0,42.0,348121,7.65,0
874,3,1,Hyman. Mr. Abraham,0,29.8811345124283,3470,7.8875,0
875,3,0,Ibrahim Shawah. Mr. Yousseff,0,30.0,2685,7.2292,1
876,3,0,Ilieff. Mr. Ylio,0,29.8811345124283,349220,7.8958,0
877,3,0,Ilmakangas. Miss. Ida Livija,1,27.0,STON/O2. 3101270,7.925,0
878,3,0,Ilmakangas. Miss. Pieta Sofia,1,25.0,STON/O2. 3101271,7.925,0
879,3,0,Ivanoff. Mr. Kanio,0,29.8811345124283,349201,7.8958,0
880,3,1,Jalsevac. Mr. Ivan,0,29.0,349240,7.8958,1
881,3,1,Jansson. Mr. Carl Olof,0,21.0,350034,7.7958,0
882,3,0,Jardin. Mr. Jose Neto,0,29.8811345124283,SOTON/O.Q. 3101305,7.05,0
883,3,0,Jensen. Mr. Hans Peder,0,20.0,350050,7.8542,0
884,3,0,Jensen. Mr. Niels Peder,0,48.0,350047,7.8542,0
885,3,0,Jensen. Mr. Svend Lauritz,0,17.0,350048,7.0542,0
886,3,1,Jermyn. Miss. Annie,1,29.8811345124283,14313,7.75,2
887,3,1,Johannesen-Bratthammer. Mr. Bernt,0,29.8811345124283,65306,8.1125,0
888,3,0,Johanson. Mr. Jakob Alfred,0,34.0,3101264,6.4958,0
889,3,1,Johansson Palmquist. Mr. Oskar Leander,0,26.0,347070,7.775,0
890,3,0,Johansson. Mr. Erik,0,22.0,350052,7.7958,0
891,3,0,Johansson. Mr. Gustaf Joel,0,33.0,7540,8.6542,0
892,3,0,Johansson. Mr. Karl Johan,0,31.0,347063,7.775,0
893,3,0,Johansson. Mr. Nils,0,29.0,347467,7.8542,0
894,3,1,Johnson. Master. Harold Theodor,0,4.0,347742,11.1333,0
895,3,1,Johnson. Miss. Eleanor Ileen,1,1.0,347742,11.1333,0
896,3,0,Johnson. Mr. Alfred,0,49.0,LINE,0.0,0
897,3,0,Johnson. Mr. Malkolm Joackim,0,33.0,347062,7.775,0
898,3,0,Johnson. Mr. William Cahoone Jr,0,19.0,LINE,0.0,0
899,3,1,Johnson. Mrs. Oscar W (Elisabeth Vilhelmina Berg),1,27.0,347742,11.1333,0
900,3,0,"Johnston. Master. William Arthur ""Willie""",0,29.8811345124283,W./C. 6607,23.45,0
901,3,0,"Johnston. Miss. Catherine Helen ""Carrie""",1,29.8811345124283,W./C. 6607,23.45,0
902,3,0,Johnston. Mr. Andrew G,0,29.8811345124283,W./C. 6607,23.45,0
903,3,0,"Johnston. Mrs. Andrew G (Elizabeth ""Lily"" Watson)",1,29.8811345124283,W./C. 6607,23.45,0
904,3,0,Jonkoff. Mr. Lalio,0,23.0,349204,7.8958,0
905,3,1,Jonsson. Mr. Carl,0,32.0,350417,7.8542,0
906,3,0,Jonsson. Mr. Nils Hilding,0,27.0,350408,7.8542,0
907,3,0,Jussila. Miss. Katriina,1,20.0,4136,9.825,0
908,3,0,Jussila. Miss. Mari Aina,1,21.0,4137,9.825,0
909,3,1,Jussila. Mr. Eiriik,0,32.0,STON/O 2. 3101286,7.925,0
910,3,0,Kallio. Mr. Nikolai Erland,0,17.0,STON/O 2. 3101274,7.125,0
911,3,0,Kalvik. Mr. Johannes Halvorsen,0,21.0,8475,8.4333,0
912,3,0,Karaic. Mr. Milan,0,30.0,349246,7.8958,0
913,3,1,Karlsson. Mr. Einar Gervasius,0,21.0,350053,7.7958,0
914,3,0,Karlsson. Mr. Julius Konrad Eugen,0,33.0,347465,7.8542,0
915,3,0,Karlsson. Mr. Nils August,0,22.0,350060,7.5208,0
916,3,1,Karun. Miss. Manca,1,4.0,349256,13.4167,1
917,3,1,Karun. Mr. Franz,0,39.0,349256,13.4167,1
918,3,0,Kassem. Mr. Fared,0,29.8811345124283,2700,7.2292,1
919,3,0,"Katavelas. Mr. Vassilios (""Catavelas Vassilios"")",0,18.5,2682,7.2292,1
920,3,0,"Keane. Mr. Andrew ""Andy""",0,29.8811345124283,12460,7.75,2
921,3,0,Keefe. Mr. Arthur,0,29.8811345124283,323592,7.25,0
922,3,1,"Kelly. Miss. Anna Katherine ""Annie Kate""",1,29.8811345124283,9234,7.75,2
923,3,1,Kelly. Miss. Mary,1,29.8811345124283,14312,7.75,2
924,3,0,Kelly. Mr. James,0,34.5,330911,7.8292,2
925,3,0,Kelly. Mr. James,0,44.0,363592,8.05,0
926,3,1,Kennedy. Mr. John,0,29.8811345124283,368783,7.75,2
927,3,0,Khalil. Mr. Betros,0,29.8811345124283,2660,14.4542,1
928,3,0,"Khalil. Mrs. Betros (Zahie ""Maria"" Elias)",1,29.8811345124283,2660,14.4542,1
929,3,0,Kiernan. Mr. John,0,29.8811345124283,367227,7.75,2
930,3,0,Kiernan. Mr. Philip,0,29.8811345124283,367229,7.75,2
931,3,0,Kilgannon. Mr. Thomas J,0,29.8811345124283,36865,7.7375,2
932,3,0,Kink. Miss. Maria,1,22.0,315152,8.6625,0
933,3,0,Kink. Mr. Vincenz,0,26.0,315151,8.6625,0
934,3,1,Kink-Heilmann. Miss. Luise Gretchen,1,4.0,315153,22.025,0
935,3,1,Kink-Heilmann. Mr. Anton,0,29.0,315153,22.025,0
936,3,1,Kink-Heilmann. Mrs. Anton (Luise Heilmann),1,26.0,315153,22.025,0
937,3,0,Klasen. Miss. Gertrud Emilia,1,1.0,350405,12.1833,0
938,3,0,Klasen. Mr. Klas Albin,0,18.0,350404,7.8542,0
939,3,0,Klasen. Mrs. (Hulda Kristina Eugenia Lofqvist),1,36.0,350405,12.1833,0
940,3,0,Kraeff. Mr. Theodor,0,29.8811345124283,349253,7.8958,1
941,3,1,Krekorian. Mr. Neshan,0,25.0,2654,7.2292,1
942,3,0,Lahoud. Mr. Sarkis,0,29.8811345124283,2624,7.225,1
943,3,0,Laitinen. Miss. Kristina Sofia,1,37.0,4135,9.5875,0
944,3,0,Laleff. Mr. Kristo,0,29.8811345124283,349217,7.8958,0
945,3,1,Lam. Mr. Ali,0,29.8811345124283,1601,56.4958,0
946,3,0,Lam. Mr. Len,0,29.8811345124283,1601,56.4958,0
947,3,1,Landergren. Miss. Aurora Adelia,1,22.0,C 7077,7.25,0
948,3,0,Lane. Mr. Patrick,0,29.8811345124283,7935,7.75,2
949,3,1,Lang. Mr. Fang,0,26.0,1601,56.4958,0
950,3,0,Larsson. Mr. August Viktor,0,29.0,7545,9.4833,0
951,3,0,Larsson. Mr. Bengt Edvin,0,29.0,347067,7.775,0
952,3,0,Larsson-Rondberg. Mr. Edvard A,0,22.0,347065,7.775,0
953,3,1,"Leeni. Mr. Fahim (""Philip Zenni"")",0,22.0,2620,7.225,1
954,3,0,Lefebre. Master. Henry Forbes,0,29.8811345124283,4133,25.4667,0
955,3,0,Lefebre. Miss. Ida,1,29.8811345124283,4133,25.4667,0
956,3,0,Lefebre. Miss. Jeannie,1,29.8811345124283,4133,25.4667,0
957,3,0,Lefebre. Miss. Mathilde,1,29.8811345124283,4133,25.4667,0
958,3,0,Lefebre. Mrs. Frank (Frances),1,29.8811345124283,4133,25.4667,0
959,3,0,Leinonen. Mr. Antti Gustaf,0,32.0,STON/O 2. 3101292,7.925,0
960,3,0,Lemberopolous. Mr. Peter L,0,34.5,2683,6.4375,1
961,3,0,Lennon. Miss. Mary,1,29.8811345124283,370371,15.5,2
962,3,0,Lennon. Mr. Denis,0,29.8811345124283,370371,15.5,2
963,3,0,Leonard. Mr. Lionel,0,36.0,LINE,0.0,0
964,3,0,Lester. Mr. James,0,39.0,A/4 48871,24.15,0
965,3,0,Lievens. Mr. Rene Aime,0,24.0,345781,9.5,0
966,3,0,Lindahl. Miss. Agda Thorilda Viktoria,1,25.0,347071,7.775,0
967,3,0,Lindblom. Miss. Augusta Charlotta,1,45.0,347073,7.75,0
968,3,0,Lindell. Mr. Edvard Bengtsson,0,36.0,349910,15.55,0
969,3,0,Lindell. Mrs. Edvard Bengtsson (Elin Gerda Persson),1,30.0,349910,15.55,0
970,3,1,Lindqvist. Mr. Eino William,0,20.0,STON/O 2. 3101285,7.925,0
971,3,0,Linehan. Mr. Michael,0,29.8811345124283,330971,7.8792,2
972,3,0,Ling. Mr. Lee,0,28.0,1601,56.4958,0
973,3,0,Lithman. Mr. Simon,0,29.8811345124283,S.O./P.P. 251,7.55,0
974,3,0,Lobb. Mr. William Arthur,0,30.0,A/5. 3336,16.1,0
975,3,0,Lobb. Mrs. William Arthur (Cordelia K Stanlick),1,26.0,A/5. 3336,16.1,0
976,3,0,Lockyer. Mr. Edward,0,29.8811345124283,1222,7.8792,0
977,3,0,"Lovell. Mr. John Hall (""Henry"")",0,20.5,A/5 21173,7.25,0
978,3,1,Lulic. Mr. Nikola,0,27.0,315098,8.6625,0
979,3,0,Lundahl. Mr. Johan Svensson,0,51.0,347743,7.0542,0
980,3,1,Lundin. Miss. Olga Elida,1,23.0,347469,7.8542,0
981,3,1,Lundstrom. Mr. Thure Edvin,0,32.0,350403,7.5792,0
982,3,0,Lyntakoff. Mr. Stanko,0,29.8811345124283,349235,7.8958,0
983,3,0,MacKay. Mr. George William,0,29.8811345124283,C.A. 42795,7.55,0
984,3,1,"Madigan. Miss. Margaret ""Maggie""",1,29.8811345124283,370370,7.75,2
985,3,1,Madsen. Mr. Fridtjof Arne,0,24.0,C 17369,7.1417,0
986,3,0,Maenpaa. Mr. Matti Alexanteri,0,22.0,STON/O 2. 3101275,7.125,0
987,3,0,Mahon. Miss. Bridget Delia,1,29.8811345124283,330924,7.8792,2
988,3,0,Mahon. Mr. John,0,29.8811345124283,AQ/4 3130,7.75,2
989,3,0,Maisner. Mr. Simon,0,29.8811345124283,A/S 2816,8.05,0
990,3,0,Makinen. Mr. Kalle Edvard,0,29.0,STON/O 2. 3101268,7.925,0
991,3,1,Mamee. Mr. Hanna,0,29.8811345124283,2677,7.2292,1
992,3,0,Mangan. Miss. Mary,1,30.5,364850,7.75,2
993,3,1,Mannion. Miss. Margareth,1,29.8811345124283,36866,7.7375,2
994,3,0,Mardirosian. Mr. Sarkis,0,29.8811345124283,2655,7.2292,1
995,3,0,Markoff. Mr. Marin,0,35.0,349213,7.8958,1
996,3,0,Markun. Mr. Johann,0,33.0,349257,7.8958,0
997,3,1,Masselmani. Mrs. Fatima,1,29.8811345124283,2649,7.225,1
998,3,0,Matinoff. Mr. Nicola,0,29.8811345124283,349255,7.8958,1
999,3,1,"McCarthy. Miss. Catherine ""Katie""",1,29.8811345124283,383123,7.75,2
1000,3,1,McCormack. Mr. Thomas Joseph,0,29.8811345124283,367228,7.75,2
1001,3,1,McCoy. Miss. Agnes,1,29.8811345124283,367226,23.25,2
1002,3,1,McCoy. Miss. Alicia,1,29.8811345124283,367226,23.25,2
1003,3,1,McCoy. Mr. Bernard,0,29.8811345124283,367226,23.25,2
1004,3,1,McDermott. Miss. Brigdet Delia,1,29.8811345124283,330932,7.7875,2
1005,3,0,McEvoy. Mr. Michael,0,29.8811345124283,36568,15.5,2
1006,3,1,McGovern. Miss. Mary,1,29.8811345124283,330931,7.8792,2
1007,3,1,"McGowan. Miss. Anna ""Annie""",1,15.0,330923,8.0292,2
1008,3,0,McGowan. Miss. Katherine,1,35.0,9232,7.75,2
1009,3,0,McMahon. Mr. Martin,0,29.8811345124283,370372,7.75,2
1010,3,0,McNamee. Mr. Neal,0,24.0,376566,16.1,0
1011,3,0,McNamee. Mrs. Neal (Eileen O'Leary),1,19.0,376566,16.1,0
1012,3,0,McNeill. Miss. Bridget,1,29.8811345124283,370368,7.75,2
1013,3,0,Meanwell. Miss. (Marion Ogden),1,29.8811345124283,SOTON/O.Q. 392087,8.05,0
1014,3,0,Meek. Mrs. Thomas (Annie Louise Rowley),1,29.8811345124283,343095,8.05,0
1015,3,0,Meo. Mr. Alfonzo,0,55.5,A.5. 11206,8.05,0
1016,3,0,Mernagh. Mr. Robert,0,29.8811345124283,368703,7.75,2
1017,3,1,Midtsjo. Mr. Karl Albert,0,21.0,345501,7.775,0
1018,3,0,Miles. Mr. Frank,0,29.8811345124283,359306,8.05,0
1019,3,0,Mineff. Mr. Ivan,0,24.0,349233,7.8958,0
1020,3,0,Minkoff. Mr. Lazar,0,21.0,349211,7.8958,0
1021,3,0,Mionoff. Mr. Stoytcho,0,28.0,349207,7.8958,0
1022,3,0,Mitkoff. Mr. Mito,0,29.8811345124283,349221,7.8958,0
1023,3,1,"Mockler. Miss. Helen Mary ""Ellie""",1,29.8811345124283,330980,7.8792,2
1024,3,0,Moen. Mr. Sigurd Hansen,0,25.0,348123,7.65,0
1025,3,1,Moor. Master. Meier,0,6.0,392096,12.475,0
1026,3,1,Moor. Mrs. (Beila),1,27.0,392096,12.475,0
1027,3,0,Moore. Mr. Leonard Charles,0,29.8811345124283,A4. 54510,8.05,0
1028,3,1,Moran. Miss. Bertha,1,29.8811345124283,371110,24.15,2
1029,3,0,Moran. Mr. Daniel J,0,29.8811345124283,371110,24.15,2
1030,3,0,Moran. Mr. James,0,29.8811345124283,330877,8.4583,2
1031,3,0,Morley. Mr. William,0,34.0,364506,8.05,0
1032,3,0,Morrow. Mr. Thomas Rowan,0,29.8811345124283,372622,7.75,2
1033,3,1,Moss. Mr. Albert Johan,0,29.8811345124283,312991,7.775,0
1034,3,1,Moubarek. Master. Gerios,0,29.8811345124283,2661,15.2458,1
1035,3,1,"Moubarek. Master. Halim Gonios (""William George"")",0,29.8811345124283,2661,15.2458,1
1036,3,1,"Moubarek. Mrs. George (Omine ""Amenia"" Alexander)",1,29.8811345124283,2661,15.2458,1
1037,3,1,Moussa. Mrs. (Mantoura Boulos),1,29.8811345124283,2626,7.2292,1
1038,3,0,Moutal. Mr. Rahamin Haim,0,29.8811345124283,374746,8.05,0
1039,3,1,"Mullens. Miss. Katherine ""Katie""",1,29.8811345124283,35852,7.7333,2
1040,3,1,Mulvihill. Miss. Bertha E,1,24.0,382653,7.75,2
1041,3,0,Murdlin. Mr. Joseph,0,29.8811345124283,A./5. 3235,8.05,0
1042,3,1,"Murphy. Miss. Katherine ""Kate""",1,29.8811345124283,367230,15.5,2
1043,3,1,Murphy. Miss. Margaret Jane,1,29.8811345124283,367230,15.5,2
1044,3,1,Murphy. Miss. Nora,1,29.8811345124283,36568,15.5,2
1045,3,0,Myhrman. Mr. Pehr Fabian Oliver Malkolm,0,18.0,347078,7.75,0
1046,3,0,Naidenoff. Mr. Penko,0,22.0,349206,7.8958,0
1047,3,1,"Najib. Miss. Adele Kiamie ""Jane""",1,15.0,2667,7.225,1
1048,3,1,"Nakid. Miss. Maria (""Mary"")",1,1.0,2653,15.7417,1
